Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
12/10/2015,"Turner, Simon",Life Sciences,PMC4603690,,10.1186/s13007-015-0090-6,"Turner, Simon",BioMed Central Ltd.,Plant Methods,1746-4811,Journal Article/Review (Full OA journal),Protocol: A medium-throughput method for determination of cellulose content from single stem pieces of Arabidopsis thaliana,12/10/2015,RCUK,,,BBSRC,,,BB/H012923/1,,,10/11/2015," £1,326.00 ",,,GBP,1326,,,,No,,1326,CC-BY,Yes,Yes,
16/12/2015,"Sherratt, Michael",School of Environment and Development,PMC4706673,,10.1186/s13058-015-0664-2.,"Sherratt, Michael",BioMed Central Ltd.,Breast Cancer Research (Online),1465-542X,Journal Article/Review (Full OA journal),Increased peri-ductal collagen micro-organization may contribute to raised mammographic density,8/1/2016,RCUK,,,MRC,,,G1001398/1,,,26/01/2016," £1,865.40 ",,,GBP,1865.4,,,,No,,1865.4,CC-BY,Yes,Yes,
04/09/2015,"Bucci, Sandra",Medical and Human Sciences,PMC4566519,,10.1186/s13063-015-0943-3.,"Bucci, Sandra",BioMed Central Ltd.,Trials,1745-6215,Journal Article/Review (Full OA journal),Using mobile technology to deliver a cognitive behaviour therapy-informed intervention in early psychosis (Actissist): study protocol for a randomized controlled trial,10/9/2015,RCUK,,,MRC,,,MR/L005301/1,,,29/9/2015," £1,457.40 ",,,GBP,1457.4,,,,Yes,,1457.4,CC-BY,Yes,Yes,
01/08/2015,"Ashe, Mark",Life Sciences,PMC4501090,,10.1186/s13068-015-0281-4,"Ashe, Mark",BioMed Central Ltd.,Biotechnology for Biofuels,1754-6834,Journal Article/Review (Full OA journal),Butanol production in S. cerevisiae via a synthetic ABE pathway is enhanced by specific metabolic engineering and butanol resistance,8/7/2015,RCUK,,,BBSRC,,,BB/K002767/1,,,11/8/2015," £1,656.30 ",,,GBP,1656.3,,,,Yes,,1656.3,CC BY,Yes,Yes,
15/12/2015,"Joseph, Rebecca",Institute of Inflammation and Repair,PMC4718024,,10.1186/s13075-015-0895-8,"Joseph, Rebecca",BioMed Central Ltd.,Arthritis Research & Therapy (Print),1478-6354,Journal Article/Review (Full OA journal),Half of UK patients with rheumatoid arthritis are prescribed oral glucocorticoid therapy in primary care: a retrospective drug utilisation st,24/12/2015,RCUK,,,MRC,,,G0902272,,,26/04/2016," £2,058.00 ",,,GBP,2058,,,,No,,2058,CC-BY,Yes,Yes,
25/08/2015,"Ananiadou, Sophia",Engineering and Physical Sciences,PMC4662004,,10.1186/s13643-015-0117-0.,"Ananiadou, Sophia",BioMed Central Ltd.,Systematic Reviews,2046-4053,Journal Article/Review (Full OA journal),Supporting Systematic Reviews Using LDA-based Document Representations,26/11/2015,RCUK,,,MRC,,,MR/L01078X/1,,,27/10/2015," £1,656.30 ",,,GBP,1656.3,,,,Yes,,1656.3,CC-BY,Yes,Yes,
28/01/2016,"Nenadic, Goran",Faculty of Engineering and Physical Sciences,,,10.1186/s12911-016-0255-x,"Nenadic, Goran",BioMed Central Ltd.,B M C Medical Informatics and Decision Making,1472-6947,Journal Article/Review (Full OA journal),Modelling and Extraction of Variability in Free-text Medication Prescriptions from an Anonymised Primary Care Electronic Medical Record Research Database,09/02/2016,RCUK,,,MRC,,,,,,22/03/2016," £1,457.40 ",,,GBP,1457.4,,,,No,,1457.4,CC-BY,Yes,Yes,
3/12/2015,"Hope, Holly",School of Psychological Sciences,PMC4731843,,10.1136/rmdopen-2015-000171,"Hope, Holly",BMJ,RMD Open,2056-5933,Journal Article/Review (Full OA journal),"Psychological factors predict adherence to methotrexate in rheumatoid arthritis; findings from a systematic review of rates, predictors and associations with patient-reported and clinical outcomes",20/1/2015,RCUK,,,MRC,,,,,,18/12/2015," £2,040.00 ",,,GBP,2040,,,,No,,2040,CC-BY,Yes,Yes,
13/10/2015,"Gray, Nico",Engineering and Physical Sciences,,,10.1017/jfm.2015.412,"Gray, Nico",Cambridge University Press,Journal of Fluid Mechanics,0022-1120,Journal Article/Review (Hybrid journal),Well-posed and ill-posed behaviour of the Î¼(I)-rheology for granular flow,24/8/2005,RCUK,,,EPSRC,,,EP/I019189/1,,,19/11/2015," £2,994.00 ",,,GBP,2994,,,,No,,2994,CC-BY,Yes,Yes,
22/10/2015,"Gray, Nico",Engineering and Physical Sciences,,,10.1017/jfm.2015.438 ,"Gray, Nico",Cambridge University Press,Journal of Fluid Mechanics,0022-1120,Journal Article/Review (Hybrid journal),Particle-size and -density segregation in granular free-surface flows,19/8/2015,RCUK,,,EPSRC,,,EP/I019189/1,,,19/11/2015," £2,034.00 ",,,GBP,2034,,,,No,,2034,CC-BY,Yes,Yes,
13/11/2015,"Gray, Nico",Faculty of Engineering and Physical Sciences,,,10.1017/jfm.2015.684,"Gray, Nico",Cambridge University Press,Journal of Fluid Mechanics,0022-1120,Journal Article/Review (Hybrid journal),A two-dimensional depth-averaged Î¼(I)-rheology for dense granular avalanches,17/12/2015,RCUK,,,NERC,,,,,,10/12/2015," £2,034.00 ",,,GBP,2034,,,,No,,2034,CC-BY,Yes,Yes,
16/11/2015,Laura Brown,Faculty of Medical and Human Sciences,,,10.1017/S0144686X15001105,Laura Brown,Cambridge University Press,Ageing and Society,0144-686X,Journal Article/Review (Hybrid journal),Old(er) care home residents and sexual/intimate citizenship,14/10/2015,RCUK,,,ESRC,,,,,,18/12/2015," £2,136.00 ",,,GBP,2136,,,,No,,2136,CC-BY,Yes,Yes,
26/10/2015,"Zhang, Nan",Medical and Human Sciences,,26641518,10.1017/S1368980015003341,"Zhang, Nan",Cambridge University Press,Public Health Nutrition,1368-9800,Journal Article/Review (Hybrid journal),A multilevel analysis of the relationship between parental migration and left-behind childrenâ€™s macronutrient intakes in rural China,8/12/2015,RCUK,,,ESRC,,,ES/J500094/1,,,10/12/2015," £2,136.00 ",,,GBP,2136,,,,No,,1562.1,CC-BY,Yes,Yes,
18/08/2015,"Toth, Peter",Engineering and Physical Sciences,,,10.1557/jmr.2015.250,"Toth, Peter",Cambridge University Press,Journal of Materials Research,0884-2914,Journal Article/Review (Hybrid journal),Preparation of low-dimensional carbon material-based metal nanocomposites using a polarisable organic/water interface,4/9/2015,RCUK,,,EPSRC,,,EP/K007033/1,,,2/10/2015," £1,128.00 ",,,GBP,1128,,,,No,,1128,CC-BY,Yes,Yes,
26/11/2015,Christopher Holland,Faculty of Humanities,,,10.1007/s40558-015-0037-9,Christopher Holland,Cognizant Communication Corporation,Information Technology & Tourism,1098-3058,Journal Article/Review (Hybrid journal),The role and impact of comparison websites on the consumer search process in the US and German airline markets,4/1/2015,Other,,,Other,,,,,,26/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
02/09/2015,"Farrington, Robert",Engineering and Physical Sciences,,,10.5194/acp-16-4945-2016,"Farrington, Robert",Copernicus GmbH,Atmospheric Chemistry and Physics Discussions,1680-7367,Journal Article/Review (Full OA journal),Comparing model and measured ice crystal concentrations in orographic clouds during the INUPIAQ campaign,21/4/2016,RCUK,,,NERC,,,NE/K006002/1,,,14/10/2015," € 1,200.00 ",,,EUR,1048.95,,,,No,,1048.95,CC-BY,Yes,Yes,
12/11/2015,Gordon Mcfiggans,Faculty of Engineering and Physical Sciences,,,10.5194/acpd-15-27449-2015,Gordon Mcfiggans,Copernicus GmbH,Atmospheric Chemistry and Physics Discussions,1680-7367,Journal Article/Review (Full OA journal),Aerosol -radiation-cloud interactions in a regional coupled model: the effects of convective parameterisation and resolution,13/10/2015,RCUK,,,NERC,,,NE/J010073/1,,,23/11/2015," € 1,250.00 ",,,EUR,1109.15,,,,No,,1109.15,CC-BY,Yes,Yes,
12/11/2015,Leonid Nichman,Faculty of Life Sciences,,,10.5194/acpd-15-31433-2015,Leonid Nichman,Copernicus GmbH,Atmospheric Chemistry and Physics Discussions,1680-7367,Journal Article/Review (Full OA journal),"Discrimination of water, ice and aerosols by light polarisation in the CLOUD experiment",10/11/2015,RCUK,,,NERC,,,R8/H12/83/020,,,7/12/2015," € 1,110.00 ",,,EUR,958.41,,,,No,,958.41,CC-BY,Yes,Yes,
07/08/2015,"Pitt, Joseph",Engineering and Physical Sciences,,,10.5194/amtd-8-8859-2015,"Pitt, Joseph",Copernicus GmbH,Atmospheric Measurement Techniques,1867-1381,Journal Article/Review (Full OA journal),The development and evaluation of airborne in situ N2O and CH4 sampling using a Quantum Cascade Laser Absorption Spectrometer (QCLAS),27/8/2015,RCUK,,,NERC,,,NE/L501/591/1,,,21/9/2015," € 1,320.00 ",,,EUR,1111.48,,,,No,,1111.48,CC BY,Yes,Yes,
03/11/2015,"Topping, David",Faculty of Engineering and Physical Sciences,,,10.5194/gmdd-8-9669-2015,"Topping, David",Copernicus GmbH,Geoscientific Model Development Discussions,1991-9611,Journal Article/Review (Full OA journal),UManSysProp: an online facility for molecular property prediction and atmospheric aerosol calculations,01/03/2016,RCUK,,,NERC,,,NE/H002588/1,,,01/12/2015, € 950.00 ,,,EUR,820.26,,,,No,,820.26,CC-BY,Yes,Yes,
7/12/2015,"Rutter, Ernest","School of Earth, Atmospheric and Environmental Sciences",,,10.5194/se-7-493-2016,"Rutter, Ernest",Copernicus GmbH,Solid Earth,1869-9510,Journal Article/Review (Full OA journal),The Mohr–Coulomb criterion for intact rock strength and friction – a re-evaluation and consideration of failure under polyaxial stresses,1/4/2016,RCUK,,,NERC,,,,,,16/02/2016, € 902.00 ,,,EUR,792.73,,,,No,,792.73,CC-BY,Yes,Yes,
17/08/2015,"Cunningham, Niall",Humanities,,,10.1017/ssh.2015.82,"Cunningham, Niall",Duke University Press,Social Science History,0145-5532,Journal Article/Review (Hybrid journal),"THE INNER GEOGRAPHIES OF A MIGRANT GATEWAY: MAPPING THE BUILT ENVIRONMENT AND THE DYNAMICS OF CARIBBEAN MOBILITY IN MANCHESTER, 1951-2001",25/1/2016,RCUK,,,ESRC,,,,,,08/01/2016," £2,136.00 ",,,GBP,2136,,,,No,,2136,CC-BY,Yes,Yes,
03/11/2015,"Malik, Mohammad",Faculty of Engineering and Physical Sciences,,,10.1016/j.mssp.2015.07.076,"Malik, Mohammad",Elseiver,Materials Science in Semiconductor Processing,1369-8001,Journal Article/Review (Hybrid journal),Morphology and band gap controlled AACVD of CdSe and CdSxSe1 x thin films using novel single source precursors: Bis (diethyldithio/diselenocarbamato)cadmium(II),07/08/2015,RCUK,,,EPSRC,,,EP/K039547/1,,,05/01/2016," € 2,677.62 ",,,EUR,1918.62,,,,No,,1918.62,CC-BY,Yes,Yes,
18/01/2016,"Schiessl, Ingo",Faculty of Life Sciences,PMC4767324,,10.1016/j.expneurol.2016.01.013,"Schiessl, Ingo",Elsevier,Experimental Neurology,0014-4886,Journal Article/Review (Hybrid journal),Systemic Inflammation Affects Reperfusion Following Transient Cerebral Ischaemia,18/01/2016,RCUK,,,MRC,,,,,,16/02/2016," € 2,142.10 ",,,EUR,1882.6,,,,No,,1882.6,CC-BY,Yes,Yes,
15/12/2015,"Lind, Steven","School of Mechanical, Aerospace and Civil Engineering",,,10.1016/j.jcp.2015.12.005,"Lind, Steven",Elsevier,Journal of Computational Physics,0021-9991,Journal Article/Review (Hybrid journal),Incompressible-compressible flows with a transient discontinuous interface using smoothed particle hydrodynamics (SPH),21/122/2015,RCUK,,,EPSRC,,,EP/L014661/1,,,16/02/2016," € 1,963.59 ",,,EUR,1659.37,,,,No,,1659.37,CC-BY,Yes,Yes,
30/11/2015,Richard Baines,Faculty of Life Sciences,PMC4651905,,10.1016/j.cub.2015.09.040,Richard Baines,Elsevier,Current Biology,0960-9822,Journal Article/Review (Hybrid journal),Inappropriate neural activity during a sensitive period in embryogenesis results in persistent seizure-like behavior,5/11/2015,RCUK,,,MRC,,,MR/J009180/1,,,15/12/2015, € 986.28 ,,,EUR,851.07,,,,No,,851.07,CC-BY,Yes,Yes,
03/08/2015,"Garner, Alistair",Engineering and Physical Sciences,,,10.1016/j.actamat.2015.08.005,"Garner, Alistair",Elsevier,Acta Materialia,1359-6454,Journal Article/Review (Hybrid journal),The effect of Sn concentration on oxide texture and microstructure formation in zirconium alloys,14/8/2015,RCUK,,,EPSRC,,,,,,1/9/2015," € 3,227.83 ",,,EUR,2268.17,,,,No,,2268.17,CC BY,Yes,Yes,
27/10/2015,"Preuss, Michael",Engineering and Physical Sciences,,,10.1016/j.actamat.2015.09.048,"Preuss, Michael",Elsevier,Acta Materialia,1359-6454,Journal Article/Review (Hybrid journal),The effect of Aluminium on twinning in binary alpha-Titanium,6/11/2015,RCUK,,,EPSRC,,,,,,01/12/2016," € 3,213.14 ",,,EUR,2302.34,,,,No,,2302.34,CC-BY,Yes,Yes,
26/08/2015,"Richards, Laura",Engineering and Physical Sciences,,,10.1016/j.apgeochem.2015.08.013,"Richards, Laura",Elsevier,Applied Geochemistry,0883-2927,Journal Article/Review (Hybrid journal),Use of Lithium Tracers to Quantify Drilling Fluid Contamination for Groundwater Monitoring in Southeast Asia,24/8/2015,RCUK,,,NERC,,,NE/J023833/1,,,21/9/2015," € 2,689.86 ",,,EUR,1890.14,,,,No,,1890.14,CC-BY,Yes,Yes,
21/10/2015,"Wogelius, Roy",Engineering and Physical Sciences,,,10.1016/j.apgeochem.2015.09.012,"Wogelius, Roy",Elsevier,Applied Geochemistry,0883-2927,Journal Article/Review (Hybrid journal),Effects of Velocity and Concentration on Diffusive Transport in Low Permeability Geological Systems,25/9/2015,RCUK,,,EPSRC,,,,,,5/11/2015," € 2,677.62 ",,,EUR,1984.01,,,,No,,1984.01,CC-BY,Yes,Yes,
19/08/2015,"Zhang, Nan",Medical and Human Sciences,,26299714,10.1016/j.appet.2015.08.024.,"Zhang, Nan",Elsevier,Appetite Appetite,0195-6663,Journal Article/Review (Hybrid journal),Intergenerational differences in beliefs about healthy eating among carers of left-behind children in rural China: A qualitative study,20/8/2015,RCUK,,,ESRC,,,ES/J500094/1,,,21/9/2015," € 2,367.07 ",,,EUR,1663.32,,,,No,,1663.32,CC-BY,Yes,Yes,
21/08/2015,"Constantinou, Maria",Life Sciences,PMC4669304,,10.1016/j.biosystems.2015.08.004,"Constantinou, Maria",Elsevier,BioSystems Biosystems,0303-2647,Journal Article/Review (Hybrid journal),Phase-locking of bursting neuronal firing to dominant LFP frequency components,21/8/2015,RCUK,,,BBSRC,,,BB/J014478/1,,,21/9/2015," € 1,936.70 ",,,EUR,1360.9,,,,No,,1360.9,CC-BY,Yes,Yes,
21/08/2015,"Young, Robert",Engineering and Physical Sciences,,,10.1016/j.carbon.2015.08.055,"Young, Robert",Elsevier,Carbon,0008-6223,Journal Article/Review (Hybrid journal),Graphene/Elastomer Nanocomposites,20/8/2015,RCUK,,,EPSRC,,,EP/I023879/1,,,21/9/2015," € 3,550.62 ",,,EUR,2494.99,,,,No,,2494.99,CC-BY,Yes,Yes,
11/08/2015,"Clarke, Robert",Medical and Human Sciences,PMC4594158,,10.1016/j.celrep.2015.08.050,"Clarke, Robert",Elsevier,Cell Reports,2211-1247,Journal Article/Review (Hybrid journal),Anti-estrogen resistance in human breast tumors is driven by JAG1-NOTCH4-dependent cancer stem cell activity,17/9/2015,RCUK,,,MRC,,,MR/K501311/1,,,26/10/2015," $5,000.00 ",,,USD,3936.41,,,,No,,3936.41,CC BY,Yes,Yes,
14/09/2015,"Withers, Philip",Engineering and Physical Sciences,,,10.1016/j.compositesa.2015.09.001,"Withers, Philip",Elsevier,Composites Part A: Applied Science and Manufacturing,1359-835X,Journal Article/Review (Hybrid journal),Evolution of damage during the fatigue of 3D woven glass-fibre reinforced composites subjected to tension-tension loading observed by time-lapse X-ray tomography,8/9/2015,RCUK,,,EPSRC,,,EP/I02249X/1,,,11/01/2016," € 3,534.46 ",,,Eur,2489.06,,,,No,,2489.06,CC-BY,Yes,Yes,
17/08/2015,"Yang, Zhenjun",Engineering and Physical Sciences,,,10.1016/j.conbuildmat.2014.09.069,"Yang, Zhenjun",Elsevier,Construction and Building Materials,0950-0618,Journal Article/Review (Hybrid journal),Monte Carlo Simulations of Mesoscale Fracture Modelling of Concrete with Random Aggregates and Pores,26/11/2015,RCUK,,,EPSRC,,,EP/J019763/1,,,1/9/2015," € 2,689.86 ",,,EUR,1906.22,,,,No,,1906.22,CC-BY,Yes,Yes,
17/08/2015,"Engelberg, Dirk",Engineering and Physical Sciences,,,10.1016/j.corsci.2015.06.035,"Engelberg, Dirk",Elsevier,Corrosion Science,0010-938X,Journal Article/Review (Hybrid journal),SKPFM Measured Volta Potential Correlated with Strain Localisation in Microstructure to Understand Corrosion Susceptibility of Cold-rolled Grade 2205 Duplex Stainless Steel,23/7/2015,RCUK,,,EPSRC,,,,,,1/9/2015," € 2,689.86 ",,,EUR,1890.14,,,,No,,1890.14,CC-BY,Yes,Yes,
11/08/2015,"Skeldon, Peter",Engineering and Physical Sciences,,,10.1016/j.corsci.2015.08.019,"Skeldon, Peter",Elsevier,Corrosion Science,0010-938X,Journal Article/Review (Hybrid journal),Effect of sulphate impurity in chromic acid anodizing of aluminium,10/8/2016,RCUK,,,EPSRC,,,,,,7/9/2015," € 2,689.86 ",,,EUR,1890.14,,,,No,,1890.14,CC BY,Yes,Yes,
09/09/2015,"Wood, Shona",Life Sciences,PMC4612467,,10.1016/j.cub.2015.09.014.,"Wood, Shona",Elsevier,Current Biology,0960-9822,Journal Article/Review (Hybrid journal),Binary switching of calendar cells in the pituitary defines the phase of the circannual cycle in mammals,24/11/2015,RCUK,,,BBSRC,,,BB/K003119/1,,,14/10/2015," € 4,483.10 ",,,EUR,3918.77,,,1508.72,No,,5427.49,CC-BY,Yes,Yes,
18/09/2015,"Baines, Richard",Life Sciences,PMC4651905,,10.1016/j.cub.2015.09.040,"Baines, Richard",Elsevier,Current Biology,0960-9822,Journal Article/Review (Hybrid journal),Inappropriate neural activity during a sensitive period in embryogenesis results in persistent seizure-like behavior,5/11/2015,RCUK,,,MRC,,,MR/J009180/1,,,20/10/2015," € 4,483.10 ",,,EUR,3918.77,,,,No,,3918.77,CC BY,Yes,Yes,
09/10/2015,"Nenadic, Goran",Engineering and Physical Sciences,,,10.1016/j.datak.2015.09.002,"Nenadic, Goran",Elsevier,Data & Knowledge Engineering,0169-023X,Journal Article/Review (Hybrid journal),Temporal expression extraction with extensive feature type selection and a posteriori label adjustment,25/9/2015,RCUK,,,EPSRC,,,EP/J50032X/1,,,10/11/2015," € 3,320.24 ",,,EUR,2460.17,,,2416.01,No,,4876.18,CC-BY,Yes,Yes,
26/08/2015,"Millar, Tim",Medical and Human Sciences,PMC4768078,,10.1016/j.drugalcdep.2015.08.018,"Millar, Tim",Elsevier,Drug and Alcohol Dependence,0376-8716,Journal Article/Review (Hybrid journal),Quantifying crime associated with drug use among a large cohort of sanctioned offenders in England and Wales,29/8/2015,RCUK,,,MRC,,,MR/J013560/1,,,28/9/2015," € 2,689.86 ",,,EUR,1971.17,,,,No,,1971.17,CC-BY,Yes,Yes,
03/09/2015,"Toth, Peter",Engineering and Physical Sciences,,,10.1016/j.elecom.2015.08.022,"Toth, Peter",Elsevier,Electrochemistry Communications,1388-2481,Journal Article/Review (Hybrid journal),Controlled preparation of carbon nanotube-conducting polymer composites at the polarisable organic/water interface,3/9/2015,RCUK,,,EPSRC,,,EP/K007033/1,,,6/10/2015," € 3,600.00 ",,,EUR,2510.94,,,,No,,2510.94,CC-BY,Yes,Yes,
04/09/2015,"Curioni, Michele",Engineering and Physical Sciences,,,10.1016/j.electacta.2015.08.076,"Curioni, Michele",Elsevier,Electrochimica Acta,0013-4686,Journal Article/Review (Hybrid journal),The Mechanism of Hydrogen Evolution During Anodic Polarization of Aluminium,3/9/2015,RCUK,,,EPSRC,,,EP/H020047/1,,,14/10/2015," € 2,797.45 ",,,EUR,2050.01,,,,No,,2050.01,CC-BY,Yes,Yes,
14/08/2015,"Karvonen, Andrew",Humanities,,,10.1016/j.enpol.2014.11.034,"Karvonen, Andrew",Elsevier,Energy Policy,0301-4215,Journal Article/Review (Hybrid journal),Negotiating comfort in low energy housing: The politics of intermediation,11/12/2014,RCUK,,,EPSRC,,,EP/H051082/1,,,14/9/2015," € 2,689.86 ",,,EUR,1890.14,,,,No,,1890.14,CC BY,Yes,Yes,
17/08/2015,"Karvonen, Andrew",Humanities,,,10.1016/j.enpol.2015.04.018,"Karvonen, Andrew",Elsevier,Energy Policy,0301-4215,Journal Article/Review (Hybrid journal),"Conditioning Demand: Older people, thermal comfort and low-carbon housing",30/4/2015,RCUK,,,EPSRC,,,,,,7/9/2015," € 2,151.89 ",,,EUR,1512.11,,,,No,,1512.11,CC-BY,Yes,Yes,
13/08/2015,"Stephenson, Natalie",Engineering and Physical Sciences,PMC4537882,,10.1016/j.fob.2015.07.006,"Stephenson, Natalie",Elsevier,F E B S Open Bio,2211-5463,Journal Article/Review (Full OA journal),Mutational analysis of the Notch2 Negative Regulatory Region identifies key structural elements for mechanical stability,30/7/2016,RCUK,,,BBSRC,,,,,,14/10/2015," € 1,440.00 ",,,EUR,1011.88,,,,No,,1011.88,CC-BY,Yes,Yes,
12/08/2015,"Keane, John",Engineering and Physical Sciences,,,10.1016/j.ins.2015.05.027,"Keane, John",Elsevier,Information Sciences,0020-0255,Journal Article/Review (Hybrid journal),Group aggregation of pairwise comparisons using 4 multi-objective optimization,22/5/2015,RCUK,,,EPSRC,,,EP/J50032X/1,,,21/9/2015," € 2,779.52 ",,,EUR,2340.43,,,,No,,2340.43,CC-BY,Yes,Yes,
11/09/2015,"Paris, Jeffrey",Engineering and Physical Sciences,,,10.1016/j.jal.2015.06.002,"Paris, Jeffrey",Elsevier,Journal of Applied Logic,1570-8683,Journal Article/Review (Hybrid journal),An examination of the SEP candidate analogical inference rule within pure inductive logic,16/6/2015,RCUK,,,EPSRC,,,EP/L023989/1,,,21/9/2015," € 1,594.62 ",,,EUR,1139.58,,,,No,,1139.58,CC-BY,Yes,Yes,
05/08/2015,"Shearer, Tom",Engineering and Physical Sciences,,,10.1016/j.jbiomech.2015.07.032,"Shearer, Tom",Elsevier,Journal of Biomechanics J Biomech,0021-9290,Journal Article/Review (Hybrid journal),A new strain energy function for modelling ligaments and tendons whose fascicles have a helical arrangement of fibrils,8/8/2015,RCUK,,,EPSRC,,,EP/L017997/1,,,7/9/2015," € 3,227.83 ",,,EUR,2268.17,,,,No,,2268.17,CC BY,Yes,Yes,
14/10/2015,"Shokri, Nima",Engineering and Physical Sciences,,26473278,10.1016/j.jcis.2015.10.017,"Shokri, Nima",Elsevier,Journal of Colloid and Interface Science,0021-9797,Journal Article/Review (Hybrid journal),Fundamental investigation of foam flow in a liquid-filled Hele-Shaw cell,13/10/2015,RCUK,,,EPSRC,,,EP/L504877/1,,,5/11/2015," € 2,320.60 ",,,EUR,2024.22,,,,No,,2024.22,CC-BY,Yes,Yes,
