Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
11/06/2015,N. Kalia,School of Clinical and Experimental Medicine,,26124062,10.1002/stem.2061,N. Kalia,Wiley,Stem Cells,,,Pre-treatment of mesenchymal stem cells manipulates their vasculoprotective potential while not altering their homing within the injured gut,29/06/2015,COAF,,,British Heart Foundation,,,PG/11/114/29282,,,30/06/2015,,,,,750,750,,None,Prepayment,750,0,CC BY,Yes,Yes,
11/06/2015,H. Sadeghi,School of Mechanical Engineering,PMC4456430,25767149,10.1177/0954411915570372,H. Sadeghi,Sage,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",,,"Variation in viscoelastic properties of bovine articular cartilage below, up to and above healthy-gait relevant loading frequencies",Feb-15,COAF,,,Arthritis Research UK,,,H0671,,,30/06/2015,,,,,400,400,,None,Prepayment,400,0,CC BY,Yes,Yes,
16/06/2015,T. Hutton,School of Physics,,,10.1016/j.fusengdes.2015.04.045,T. Hutton,Elsevier,Fusion Engineering and Design,,,Nuclear data for fusion: validation of typical pre-processing methods for radiation transport calculations,21/05/2015,RCUK,,,EPSRC,,,EP/G037426/1,,,30/06/2015,,,,,1233,1233,,None,Prepayment,,1233,CC BY,Yes,Yes,
16/06/2015,M. Jesson,School of Civil Engineering,,,10.1016/j.jweia.2015.04.020,M. Jesson,Elsevier,Journal of Wind Engineering and Industrial Aerodynamics,,,"Aerodynamic Forces on the Roofs of Low-, Mid- and High-Rise Buildings Subject to Transient Winds",28/05/2015,RCUK,,,EPSRC,,,EP/J008281/1,,,30/06/2015,,,,,1623,1623,,None,Prepayment,,1623,CC BY,Yes,Yes,
16/06/2015,J. Binner,Birmingham Business School,,,10.1016/j.ejor.2015.05.049,J. Binner,Elsevier,European Journal of Operational Research,,,Elementary modelling and behavioural analysis for emergency evacuations using Social Media,23/05/2015,RCUK,,,EPSRC,,,EP/I005765/1,,,30/06/2015,,,,,1169,1169,,None,Prepayment,,1169,CC BY,Yes,Yes,
16/06/2015,G. Oliveux,School of Chemical Engineering,,,10.1016/j.polymdegradstab.2015.04.016,G. Oliveux,Elsevier,Polymer Degradation and Stability,,,Degradation of a Model Epoxy Resin by Solvolysis Routes,29/04/2015,RCUK,,,EPSRC,,,EP/K026348/1,,,30/06/2015,,,,,2142,2142,,None,Prepayment,,2142,CC BY,Yes,Yes,
16/06/2015,C. Yuan,School of Metallurgy and Materials,,,10.1016/j.ceramint.2014.11.109,C. Yuan,Elsevier,Ceramics International,,,Investment Casting of Ti-46Al-8Nb-1B alloy Using Moulds with CaO-Stabilized Zirconia Face Coat at Various Mould Pre-heat Temperatures,01/12/2014,RCUK,,,EPSRC,,,EP/G034907/1,,,30/06/2015,,,,,1442,1442,,None,Prepayment,,1442,CC BY,Yes,Yes,
16/06/2015,G. Moorlock,School of Health and Population Sciences,,26126975,10.1136/medethics-2014-102230,G. Moorlock,BMJ Publishing Group,Journal of Medical Ethics,,,Direct Altruistic Living Donation - What is wrong with the beauty contest?,30/06/2015,RCUK,,,ESRC,,,ES/M00354X/1,,,30/06/2015,,,,,1657.5,1657.5,,None,Prepayment,,1657.5,CC BY,Yes,Yes,
16/06/2015,B. Scheven,School of Dentistry,,,10.1177/2041731415592356,B. Scheven,Sage,Journal of Tissue Engineering,,,Isolation of adipose and bone marrow mesenchymal stem cells using CD29 and CD90 modifies their capacity for osteogenic and adipogenic differentiation,25/06/2015,Institutional,,,,,,,,,30/06/2015,,,,,200,200,,None,Prepayment,0,0,CC BY-NC,Yes,Yes,
16/06/2015,H. Cooper,School of Biosciences,,26066713,10.1021/acs.analchem.5b01151,H. Cooper,American Chemical Society,Analytical Chemistry,,,Liquid extraction surface analysis mass spectrometry coupled with field asymmetric waveform ion mobility spectrometry for analysis of intact proteins from biological substrates,11/06/2015,RCUK,,,EPSRC,,,EP/L023490/1,,,31/07/2015,,4000,,USD,2570.03,2570.03,,None,,,2570.03,CC BY,Yes,Yes,
16/06/2015,A. Lo,School of Mathematics,,,10.1016/j.disc.2015.05.015,A. Lo,Elsevier,Discrete Mathematics,,,Existences of rainbow matchings and rainbow matching covers,09/06/2015,Institutional,,,Other,,,258345,,,31/07/2015,,,,,974,974,,None,Prepayment,0,0,CC BY-NC-ND,,,European Research Council
16/06/2015,R. Duarte,School of Health and Population Sciences,PMC4486968 ,26129634,10.1136/bmjopen-2014-007517,R. Duarte,BMJ Publishing Group,BMJ Open,,,"The need and provision of intrathecal baclofen therapy for the management of spasticity in England: an assessment of the Hospital
Episode Statistics database",30/06/2015,Institutional,,,,,,,,,31/07/2015,,,,,1147.5,1147.5,,None,Prepayment,0,0,CC BY-NC,Yes,Yes,
16/06/2015,D. Muthuveloe,School of Clinical and Experimental Medicine,PMC4523568,26251776,10.1186/s40064-015-1177-2,D. Muthuveloe,Springer,Springer plus,,,The effectiveness of varicocele embolisation for the treatment of varicocele related orchalgia,04/08/2015,Institutional,,,,,,,,,31/07/2015,,,,,590.75,590.75,,None,Prepayment,0,0,CC BY,Yes,Yes,
17/06/2015,R. Grainger,School of Chemistry,,,10.1016/j.tet.2015.06.053,R. Grainger,Elsevier,Tetrahedron,,,Recent Advances in Alkylidene Carbene Chemistry,24/06/2015,RCUK,,,EPSRC,,,Doctoral Training Account,,,30/06/2015,,1594.62,,EUR,,,,,,,,CC BY,Yes,Yes,
17/06/2015,D. Browning,School of Biosciences,PMC4482635,26114960,10.1371/journal.pgen.1005354,D. Browning,Public Library of Science,PLOS Genetics,,,"Silencing of DNase colicin E8 gene expression by a complex
nucleoprotein assembly ensures timely colicin induction",26/06/2015,RCUK,,,BBSRC,,,BB/J006076/1,,,30/06/2015,,2250,,USD,1541.1,1541.1,,None,Prepayment,,1541.1,CC BY,Yes,Yes,
17/06/2015,M. Antoniou,"School of Electronic, Electrical and Computer Engineering",,,10.1109/LGRS.2015.2417594,M. Antoniou,IEEE,IEEE Geoscience and Remote Sensing Letters,,,Passive GNSS-Based SAR Resolution Improvement Using Joint Galileo E5 Signals,17/04/2015,RCUK,,,EPSRC,,,EP/G056838/1,,,30/06/2015,,1312.5,,USD,729.1,729.1,,None,Prepayment,,729.1,CC BY,Yes,Yes,
17/06/2015,S. H. Yeo,"School of Sport, Exercise and Rehabilitation Sciences",PMC4466349 ,26067480,10.1371/journal.pone.0129388,S. H. Yeo,Public Library of Science,PLOS ONE,,,Coordinate representations for interference reduction in motor learning,12/06/2015,COAF,,,Wellcome Trust,,,WT091547MA,WT097803MA,,30/06/2015,,,,,924.66,924.66,,None,Prepayment,924.66,0,CC BY,Yes,Yes,
17/06/2015,A. Clark,School of Immunity and Infection,PMC4472942,26002976,10.4049/jimmunol.1402826,A. Clark,American Association of Immunologists,Journal of Immunology,,,Dominant suppression of inflammation via targeted mutation of the mRNA destabilizing protein tristetraprolin.,22/05/2015,COAF,,,MRC,Arthritis Research UK,,G0800207,19614,,30/06/2015,3000,3000,,USD,,,,None,,,0,CC BY,Yes,Yes,
17/06/2015,H. Butt,School of Mechanical Engineering,,26100269,10.1039/C5NR02481A,H. Butt,Royal Society of Chemistry,Nanoscale,,,Laser directed writing of flat lenses on buckypaper,23/06/2015,Institutional,,,Other,,,,,,30/06/2015,,,,,0,,,None,RSC Gold4Gold voucher,0,0,CC BY,Yes,Yes,
17/06/2015,A. Clark,School of Immunity and Infection,PMC4472943,26019272,10.4049/?jimmunol.1402830,A. Clark,American Association of Immunologists,Journal of Immunology,,,Dual Specificity Phosphatase 1 and Tristetraprolin cooperate to regulate macrophage responses to LPS,27/05/2015,RCUK,,,MRC,Arthritis Research UK,,G0800207,19614,,31/07/2015,,3000,,USD,,,,None,,,,CC BY,Yes,Yes,
17/06/2015,G. Leeke,School of Chemical Engineering,,,10.1007/s13594-015-0241-6,G. Leeke,Springer,Dairy Science & Technology,,,"Reduction of Aerobic and Lactic Acid Bacteria in Dairy Desludge
using an Integrated Compressed CO2 and Ultrasonic process",10/07/2015,Institutional,,,Other,,,TS/K004018/1,,,31/07/2015,220,,,EUR,,,,None,,0,0,CC BY,Yes,Yes,Technology Strategy Board (InnovateUK)
18/06/2015,B. Stewart,School of Sport Exercise and Rehabilitation Sciences,PMC4489331,26191029,10.3389/fpsyg.2015.00926,B. Stewart,Frontiers,Movement Science and Sport Psychology,,,Predicting Subsequent Task Performance From Goal Motivation and Goal Failure,02/07/2015,RCUK,,,ESRC,,,ES/J50001X/1,,,30/06/2015,,1805,,USD,1172.08,1172.08,,None,Prepayment,,1172.08,CC BY,Yes,Yes,
18/06/2015,S. Gillespie,School of Psychology,,,,S. Gillespie,Frontiers,Frontiers in Human Neuroscience,,,Psychopathic traits are associated with reduced attention to the eyes of emotional faces among adult male non-offenders,2015,RCUK,,,ESRC,,,ES/L002337/1,,,30/06/2015,,1805,,USD,1172.08,1172.08,,None,Prepayment,,1172.08,CC BY,,,Not yet published
18/06/2015,S. Gillespie,School of Psychology,,,,S. Gillespie,Frontiers,Evolutionary Psychology and Neuroscience,,,Psychopathic traits are related to parochialism during costly punishment and moral choice dilemma tasks,2015,RCUK,,,ESRC,,,ES/L002337/1,,,30/06/2015,,1535.75,,USD,879.06,879.06,,None,Prepayment,,879.06,CC BY,,,Not yet published
18/06/2015,A. Christou,School of Psychology,,,10.3389/fnbeh.2015.00175,A. Christou,Frontiers,Frontiers in Behavioral Neuroscience,,,BDNFVal66Met and 5-HTTLPR genotype are each associated with visual scanning patterns of faces in young children,13/07/2015,Institutional,,,,,,,,,30/06/2015,,,,,1172.08,1172.08,,None,Prepayment,0,0,CC BY,Yes,Yes,
19/06/2015,J. Bridgeman,School of Civil Engineering,,,10.1016/j.advengsoft.2015.06.007,J. Bridgeman,Elsevier,Advances in Engineering Software,,,Novel Software Developments for the Automated Post-Processing of High Volumes of Velocity Time Series,07/07/2015,RCUK,,,EPSRC,,,EP/K502984/1,,,30/06/2015,,,,,1623,1623,,None,Prepayment,,1623,CC BY,Yes,Yes,
19/06/2015,C. Qiu,School of Mechanical Engineering,,,10.1016/j.actamat.2015.06.004,C. Qiu,Elsevier,Acta Materialia,,,On the role of melt flow into the surface structure and porosity development during selective laser melting,12/06/2015,Institutional,,,European Union,,,FEFE-REBT16766,,,30/06/2015,3000,,,USD,,,,None,,0,0,CC BY,Yes,Yes,
19/06/2015,B. Li,School of Health and Population Sciences,PMC4507318 ,26122955,10.1186/s12966-015-0251-z,B. Li,BioMed Central,International Journal of Behavioral Nutrition and Physical Activity,,,The role of grandparents in childhood obesity in China - evidence from a mixed methods study,30/06/2015,Institutional,,,,,,,,,30/06/2015,,,,,1270.75,1270.75,,None,Prepayment,0,0,CC BY,Yes,Yes,
19/06/2015,D. Espino,School of Mechanical Engineering,,26074363,10.1016/j.joca.2015.06.002,D. Espino,Elsevier,Osteoarthritis and Cartilage,,,Effect of the Variation of Loading Frequency on Surface Failure of Bovine Articular Cartilage,12/06/2015,COAF,,,Arthritis Research UK,,,H0671,,,31/07/2015,5000,5000,,USD,,,,None,,,0,Unknown,No,No,Not yet OA with CC BY
24/06/2015,W. Jenkinson,School of Immunity and Infection,,,10.1002/eji.20154,W. Jenkinson,Wiley,European Journal of Immunology,,,Border control: anatomical origins of the thymus medulla,2015,RCUK,,,BBSRC,MRC,,BB/M006522/1,MRC/G1000213,,30/06/2015,,,,,1875,1875,,None,Prepayment,,1875,Unknown,,,Not yet published
24/06/2015,S. Plant,School of Physics and Astronomy,PMC4511950,26202588,10.1038/srep12336,S. Plant,Nature Publishing Group,Scientific Reports,,,Chromium inhibition and size-selected Au nanocluster catalysis for the solution growth of low-density ZnO nanowires,23/07/2015,RCUK,,,EPSRC,,,EP/K006061/1,,,31/07/2015,,,,,1188,990,198,None,,,1188,CC BY,Yes,Yes,
24/06/2015,I. Litchfield,School of Health and Population Sciences,,26243888,10.1136/bmjqs-2014-003712,I. Litchfield,BMJ Publishing Group,BMJ Quality & Safety,,,Test result communication in primary care - a survey of current practice,04/08/2015,Institutional,,,Other,,,PB-PG-1208-18219,,,31/07/2015,,,,,1657.5,1657.5,,None,Prepayment,0,0,CC BY,Yes,Yes,NIHR
24/06/2015,I. Litchfield,School of Health and Population Sciences,,26251507,10.1136/bmjqs-2014-003690,I. Litchfield,BMJ Publishing Group,BMJ Quality & Safety,,,Routine failures in the process for blood testing and the communication of results to patients in primary care: a qualitative exploration of patient and provider perspectives,06/08/2015,Institutional,,,Other,,,PB-PG-1208-18219,,,31/07/2015,,,,,1657.5,1657.5,,None,Prepayment,0,0,CC BY,Yes,Yes,NIHR
29/06/2015,K. Wolczuk,School of Government and Society,,,10.1080/13510347.2014.996135,K. Wolczuk,Taylor and Francis,Democratization,,,Spoiler or facilitator of democratization?: Russia's role in Georgia and Ukraine,26/03/2015,RCUK,,,ESRC,,,RES-360-25-0096,,,30/06/2015,,,,,447,447,,None,Prepayment,,447,Unknown,No,No,Not yet OA with CC BY
29/06/2015,K. Wolczuk,School of Government and Society,,,10.1080/07036337.2015.1004631,K. Wolczuk,Taylor and Francis,Journal of European Integration,,,The EU’s Unexpected ‘Ideal Neighbour’? The Perplexing Case of Armenia’s Europeanisation,17/02/2015,RCUK,,,ESRC,,,RES-360-25-0096,,,30/06/2015,,,,,447,447,,None,Prepayment,,447,CC BY-NC-ND,No,No,
29/06/2015,C. Skelcher,School of Government and Society,,,10.1080/03003930.2015.1050093,C. Skelcher,Taylor and Francis,Local Government Studies,,,"Abolishing the Audit Commission: Framing, Discourse Coalitions and Administrative Reform",29/05/2015,RCUK,,,ESRC,,,ES/J010553/1,,,30/06/2015,,,,,447,447,,None,Prepayment,,447,Unknown,No,No,Not yet OA with CC BY
29/06/2015,C. Skelcher,School of Government and Society,,,10.1080/10967494.2014.958805,C. Skelcher,Taylor and Francis,International Public Management Journal,,,Opening the Black Box of Administrative Reform: A Strategic-Relational Analysis of Agency Responses to Termination Threats,09/12/2014,RCUK,,,ESRC,,,ES/J010553/1,,,30/06/2015,,,,,447,447,,None,Prepayment,,447,CC BY,Yes,Yes,
29/06/2015,M. Chimen,School of Clinical and Experimental Medicine,,26196409,10.3109/09537104.2015.1064881,M. Chimen,Taylor and Francis,Platelets,,,The role of platelets in the recruitment of leukocytes during vascular disease,21/07/2015,COAF,,,British Heart Foundation,,,,,,31/07/2015,,,,,"1,609.20","1,609.20",,None,Prepayment,1609.2,0,CC BY,Yes,Yes,
30/06/2015,F. C. H. Franklin,School of Biosciences,,25065716,10.1111/tpj.12628,F. C. H. Franklin,Wiley,The Plant Journal,,,The condensin complexes play distinct roles to ensure normal chromosome morphogenesis during meiotic division in Arabidopsis,01/10/2014,RCUK,,,BBSRC,,,BB/M004902/1,,,30/06/2015,,,,,2100,2100,,None,Prepayment,,2100,Unknown,No,No,
30/06/2015,G. Kitas,School of Sport Exercise and Rehabilitation Sciences,,,10.1002/acr.22227,G. Kitas,Wiley,Arthritis Care & Research,,,Cardiovascular Risk Factors in Women With Primary Sjögren's Syndrome: United Kingdom Primary Sjögren's Syndrome Registry Results,22/04/2014,RCUK,,,MRC,,,G0800629,,,30/06/2015,,,,,1500,1500,,None,Prepayment,,1500,CC BY,Yes,Yes,
30/06/2015,F. C. H. Franklin,School of Biosciences,PMC4504720,26182244,10.1371/journal.pgen.1005372,F. C. H. Franklin,Public Library of Science,PLOS Genetics,,,Arabidopsis PCH2 mediates meiotic chromosome remodeling and maturation of crossovers,16/07/2015,RCUK,,,BBSRC,,,BB/M004902/1,BB/K007505/1,,30/06/2015,,2250,,USD,1541.1,1541.1,,None,Prepayment,,1541.1,CC BY,Yes,Yes,
30/06/2015,C. Tennie,School of Psychology,,25220050,10.1002/ajp.22319,C. Tennie,Wiley,American Journal of Primatology,,,Chimpanzees Create and Modify Probe Tools Functionally: A Study with Zoo-housed Chimpanzees,26/01/2015,RCUK,,,ESRC,,,ES/K008625/1,,,30/06/2015,,2000,,USD,1500,1500,,None,Prepayment,,1500,CC BY,Yes,Yes,
30/06/2015,M. Hofmann,School of Dentistry,,24711245,10.1002/jbm.b.33160,M. Hofmann,Wiley,Journal of Biomedical Materials Research Part B: Applied Biomaterials,,,Injectable citrate-modified Portland cement for use in vertebroplasty,08/04/2014,RCUK,,,EPSRC,,,Industrial CASE award,,,30/06/2015,,,,,1875,1875,,None,Prepayment,,1875,Unknown,No,No,No yet OA with CC BY
30/06/2015,D. Jaroszweski,School of Civil Engineering,,,10.1002/met.1477,D. Jaroszweski,Wiley,Meteorological Applications,,,The impacts of the 28 June 2012 storms on UK road and rail transport,03/11/2014,RCUK,,,EPSRC,,,EP/G060762,,,30/06/2015,,,,,1500,1500,,None,Prepayment,,1500,Unknown,No,No,No yet OA with CC BY
30/06/2015,K. Kim,School of Metallurgy and Materials,,,10.1002/sia.5726,K. Kim,Wiley,Surface and Interface Analysis,,,Formation of endogenous MgO and MgAl2O4 particles and their possibility of acting as substrate for heterogeneous nucleation of aluminum grains,22/01/2015,RCUK,,,EPSRC,,,EP/H026177/1,,,30/06/2015,,,,,1500,1500,,None,Prepayment,,1500,Unknown,No,No,No yet OA with CC BY
30/06/2015,J. Bale,School of Biosciences,,,10.1111/phen.12055,J. Bale,Wiley,Physiological Entomology,,,Thermal thresholds of the predatory mite Balaustium hernandezi,14/05/2014,RCUK,,,BBSRC,,,,,,30/06/2015,,,,,1500,1500,,None,Prepayment,,1500,CC BY,Yes,Yes,
30/06/2015,A. Peet,School of Cancer Sciences,,24729528,10.1002/nbm.3099,A. Peet,Wiley,NMR in Biomedicine,,,Texture analysis of T1- and T2-weighted MR images and use of probabilistic neural network to discriminate posterior fossa tumours in children,13/04/2014,RCUK,,,EPSRC,MRC,,,,,30/06/2015,,,,,1500,1500,,None,Prepayment,,1500,CC BY,Yes,Yes,
30/06/2015,A. Beggs,School of Cancer Sciences,PMC4404815,25949894,10.4161/2162402X.2014.976052,A. Beggs,Taylor and Francis,OncoImmunology,,,An immunogenomic stratification of colorectal cancer: Implications for development of targeted immunotherapy,02/04/2015,COAF,,,Wellcome Trust,,,102732/Z/13/Z,,,31/07/2015,,,,,843.75,843.75,,None,Prepayment,843.75,0,CC BY,Yes,Yes,
30/06/2015,N. Khan,School of Immunity and Infection,PMC4008987 ,24547915,10.1111/cei.12297,N. Khan,Wiley,Clinical & Experimental Immunology,,,Cytomegalovirus drives V?2neg ?? T cell inflation in many healthy virus carriers with increasing age,17/06/2014,COAF,,,Wellcome Trust,,,078660/Z/05/Z,,,31/07/2015,,,,,"1,500.00","1,500.00",,None,Prepayment,1500,0,CC BY,Yes,Yes,
30/06/2015,G. Hirschfield,School of Immunity and Infection,PMC4351857,24750423,10.1111/iep.12076,G. Hirschfield,Wiley,International Journal of Experimental Pathology,,,Frequency and significance of IgG4 immunohistochemical staining in liver explants from patients with primary sclerosing cholangitis,18/04/2014,COAF,,,Wellcome Trust,,,Fellowship,,,31/07/2015,,,,,"1,500.00","1,500.00",,None,Prepayment,1500,0,CC BY,Yes,Yes,
